"Restaurant.Name","City","Average.Cost.for.two","Has.Table.booking","Has.Online.delivery","Is.delivering.now","Votes","Aggregate.rating","Rating.text","Cuisine.code"
"Nazeer Foods","Noida",600,0,1,0,703,3.6,"Good",48
"Our Story Bistro & Tea Room","Noida",1000,1,0,0,320,3.9,"Good",15
"Paddy's Cafe","Noida",800,1,1,0,302,3.7,"Good",15
"Popular Cakery","Noida",500,0,1,0,250,3.9,"Good",7
"Punjabi By Nature","Noida",2000,1,1,0,770,3.7,"Good",52
"Sadda Adda","Noida",300,0,0,0,22,3.5,"Good",22
"Subway","Noida",500,0,1,0,268,3.8,"Good",1
"Swagath","Noida",1500,1,0,0,415,3.6,"Good",52
"TFK - The Flaming Kick","Noida",2350,1,1,0,214,3.5,"Good",52
"The Great Kabab Factory","Noida",2200,1,0,0,540,3.5,"Good",52
"The Patiala Kkitchen","Noida",1600,1,1,0,332,3.6,"Good",52
"The Tandoori Village","Noida",1500,1,0,0,247,3.5,"Good",52
"The Yellow Chilli","Noida",1600,1,1,0,222,3.7,"Good",52
"Top Breads","Noida",200,0,1,0,420,3.5,"Good",7
"Wat-a-Burger!","Noida",350,0,1,0,324,3.6,"Good",22
"Chawla's 2","Noida",700,0,1,0,81,2.2,"Poor",52
"Himalaya","Noida",450,0,1,0,31,2.3,"Poor",52
"Public Cafe","Noida",450,0,1,0,74,2.1,"Poor",22
"RPM - Zanzi Bar","Noida",2000,1,0,0,103,2.4,"Poor",17
"Mad Over Donuts","Noida",450,0,1,0,235,4.2,"Very Good",19
"RollsKing","Noida",300,0,0,0,1055,4,"Very Good",22
"Lumbini Food Point","Noida",350,0,0,0,18,2.8,"Average",17
"Owlcity","Noida",400,0,1,0,165,3.6,"Good",22
"Anand Food Factory","Noida",300,0,0,0,4,2.9,"Average",52
"Nirula's","Noida",1100,1,1,0,221,2.5,"Average",22
"Snacks India","Noida",500,0,1,0,103,3.6,"Good",52
"Olive Kitchen","Noida",500,0,1,0,17,2.6,"Average",52
"R Cafe","Noida",400,0,0,0,5,3,"Average",63
"New Gee Pee","Noida",300,0,0,0,27,3.3,"Average",22
"Uncle's JVCC Restaurant","Noida",600,0,1,0,26,3,"Average",52
"Hari Om Restaurant","Noida",250,0,0,0,10,3,"Average",52
"Jain Restaurant","Noida",500,0,1,0,7,3,"Average",52
"Lajawab Family Restaurant","Noida",450,0,1,0,17,2.5,"Average",52
"221 B Baker Street","Noida",350,0,1,0,102,3.4,"Average",7
"Hunger's Hub","Noida",550,0,1,0,16,3.1,"Average",52
"Lajwaab Restaurant","Noida",500,0,0,0,59,2.6,"Average",52
"Republic of Chicken","Noida",400,0,0,0,37,3,"Average",59
"Super Cake Shop","Noida",300,0,1,0,4,2.5,"Average",7
"Wakhra Swaad","Noida",500,0,1,0,112,4.1,"Very Good",52
"27 Grills","Noida",600,0,1,0,159,3.3,"Average",52
"China Hot Pot","Noida",400,0,0,0,6,3,"Average",17
"Himalaya Momos & Roll","Noida",200,0,0,0,15,2.7,"Average",17
"Hungry House Pizzas & More","Noida",600,0,1,0,79,3.4,"Average",56
"Khana Khajana Da Dhaba","Noida",450,0,0,0,5,2.9,"Average",52
"M.P. Chole Tikki Wala","Noida",150,0,0,0,10,3,"Average",66
"Maa Vaishno Shudh Bhojnalaya","Noida",250,0,0,0,8,3.1,"Average",52
"More Than Cafí©","Noida",400,0,0,0,5,3,"Average",22
"Public Cafe","Noida",450,0,1,0,13,2.6,"Average",22
"Sadda Taste","Noida",450,0,0,0,12,3.1,"Average",52
"Sati Restaurant","Noida",200,0,0,0,12,3.2,"Average",52
"Super Cake Shop","Noida",300,0,1,0,8,2.8,"Average",7
"Uncle's Punjabi Rasoi","Noida",400,0,0,0,7,2.9,"Average",52
"Yours Deliciously","Noida",350,0,0,0,4,2.9,"Average",66
"Captain Curry","Noida",400,0,1,0,19,3.6,"Good",52
"Oh My Scoop!","Noida",200,0,0,0,23,3.5,"Good",30
"Reena Restaurant","Noida",400,0,0,0,57,3.5,"Good",17
"Pizza Hut Delivery","Noida",800,0,1,0,62,2.3,"Poor",32
"Wah Ji Wah","Noida",500,0,1,0,74,2,"Poor",52
"Chawla's Chic Inn","Noida",600,0,1,0,58,2.8,"Average",52
"Grill Point","Noida",200,0,0,0,20,3.2,"Average",22
"Hari Sweets","Noida",100,0,0,0,14,3.1,"Average",46
"Sultanate of Spice","Noida",500,0,1,0,43,2.9,"Average",52
"Yamu's Panchayat","Noida",100,0,0,0,15,3.2,"Average",66
"Debon","Noida",400,0,0,0,85,3.5,"Good",59
"Hot & Sour","Noida",300,0,0,0,46,3.2,"Average",17
"Open Kitchen","Noida",600,0,1,0,12,3,"Average",52
"Truffle Muffle","Noida",300,0,0,0,37,3.4,"Average",7
"Go! Biryani","Noida",500,0,1,0,144,3.5,"Good",11
"Tastee Chauka","Noida",350,0,0,0,31,3.7,"Good",52
"Foodie","Noida",500,0,1,0,8,2.8,"Average",52
"Lapaalap","Noida",200,0,0,0,5,3,"Average",52
"Fresh Food Factory","Noida",300,0,0,0,140,3.9,"Good",52
"Caffí© La Poya","Noida",600,0,1,0,164,3.7,"Good",15
"Elixir Health Cafí©","Noida",800,1,1,0,131,3.7,"Good",15
"Radhey Foodz","Noida",200,0,0,0,4,3,"Average",52
"The Kitchen","Noida",600,0,0,0,20,2.7,"Average",52
"Uncle's Treat","Noida",400,0,0,0,5,3.1,"Average",17
"Wow! Momo","Noida",350,0,0,0,32,2.6,"Average",17
"KD's Hunger Point","Noida",200,0,0,0,49,3.7,"Good",52
"Govinda's Restaurant","Noida",300,0,0,0,8,3,"Average",52
"Not Just Dilli","Noida",450,0,0,0,15,3.2,"Average",66
"RollsKing","Noida",400,0,0,0,22,3.4,"Average",22
"Chauhan Vatika","Noida",500,0,0,0,28,2.8,"Average",52
"Frozen Stone","Noida",300,0,0,0,4,3.1,"Average",22
"Kavita's Restaurant","Noida",550,0,1,0,37,2.6,"Average",52
"Mudrika Food Factory","Noida",550,0,0,0,20,2.5,"Average",52
"Pind Balluchi","Noida",900,1,0,0,7,2.9,"Average",52
"Zaffran- Ikshita's Kitchen","Noida",300,0,0,0,5,3,"Average",35
"Chaayos","Noida",400,0,1,0,18,3.6,"Good",15
"Punjabi Tadka","Noida",450,0,1,0,70,3.7,"Good",52
"Heaven's Point","Noida",100,0,0,0,6,3,"Average",22
"Kamboj's","Noida",800,1,1,0,239,2.8,"Average",52
"Mexican Pizza","Noida",500,0,0,0,15,3.4,"Average",56
"Shahenshah","Noida",500,0,1,0,7,2.9,"Average",52
"Snack Chat","Noida",500,0,0,0,23,3.4,"Average",22
"The Amazing Buger's","Noida",400,0,0,0,8,2.9,"Average",22
"The Black Box","Noida",400,0,1,0,6,3.1,"Average",52
"Al Bake","Noida",450,0,1,0,72,3.7,"Good",22
"Asian Fun","Noida",700,0,1,0,113,3.8,"Good",17
"Burnout","Noida",450,0,1,0,111,3.6,"Good",18
"Cafe Fusion","Noida",350,0,1,0,68,3.7,"Good",15
"Fit Bites","Noida",800,1,1,0,26,3.7,"Good",28
"Go Krazy","Noida",400,0,0,0,27,3.5,"Good",32
"Green Restaurant","Noida",400,0,1,0,47,3.6,"Good",52
"Hunger Strike","Noida",400,0,1,0,92,3.7,"Good",22
"The Munchkart Cafe","Noida",350,0,1,0,34,3.8,"Good",22
"Thee Pot","Noida",400,0,1,0,80,3.7,"Good",15
"Waffles and Crepes","Noida",250,0,0,0,66,3.9,"Good",19
"Bistro 37","Noida",400,0,0,0,1005,4.3,"Very Good",22
"Desi Swag","Noida",500,0,1,0,96,4.3,"Very Good",52
"Teasta","Noida",200,0,0,0,632,4.1,"Very Good",22
"Appu Ghar Express","Noida",400,0,0,0,63,2.8,"Average",22
"Barista","Noida",650,0,0,0,26,3,"Average",15
"Burger King","Noida",500,0,1,0,13,3.2,"Average",13
"Keventers","Noida",400,0,0,0,7,3.1,"Average",9
"Kenny Rogers Roasters","Noida",1300,1,0,0,53,3.7,"Good",1
"McDonald's","Noida",500,0,0,0,53,3.5,"Good",22
"Domino's Pizza","Noida",700,0,0,0,70,2.4,"Poor",56
"Mr. Brown","Noida",500,0,1,0,183,4,"Very Good",7
"Chef's Bar-Be-Que","Noida",650,0,1,0,69,3.4,"Average",52
"Sen's Sational Xpress Kitchen","Noida",600,0,1,0,7,3,"Average",52
"Shanghai Dreams","Noida",400,0,0,0,4,3,"Average",17
"InnerChef","Noida",500,0,1,0,10,3.3,"Average",52
"F-all (Food for All)","Noida",400,0,0,0,24,3.4,"Average",52
"2 Bros Kitchen","Noida",600,0,1,0,364,3.2,"Average",52
"Baskin Robbins","Noida",300,0,1,0,12,3.3,"Average",30
"Big Bone - The Meat Shop","Noida",350,0,0,0,16,3.1,"Average",59
"Biryani House","Noida",300,0,1,0,9,3.1,"Average",11
"China Hot","Noida",400,0,0,0,22,2.9,"Average",17
"City Hut","Noida",700,0,0,0,27,2.5,"Average",52
"Defence Bakery","Noida",150,0,0,0,117,3.4,"Average",7
"Dhabha 27","Noida",500,0,1,0,5,3.2,"Average",48
"Faasos","Noida",600,0,1,0,10,3.1,"Average",52
"Green Chick Chop","Noida",350,0,0,0,25,2.7,"Average",59
"JSB Evergreen Cool Point","Noida",450,0,0,0,56,2.9,"Average",52
"JSB Evergreen Snack & Sweets","Noida",300,0,0,0,41,3.2,"Average",52
"Keventers","Noida",400,0,0,0,4,2.9,"Average",9
"More Than Cafe","Noida",400,0,0,0,39,3.3,"Average",15
"Mutfi","Noida",600,0,1,0,15,3.3,"Average",52
"Nawabi Mughlai Zaika","Noida",550,0,1,0,34,3.2,"Average",52
"Ovenstory Pizza","Noida",500,0,1,0,26,3.3,"Average",56
"ProFit Kitchen","Noida",600,0,1,0,21,3.4,"Average",28
"Public Cafe","Noida",450,0,1,0,13,2.5,"Average",22
"The Chickmunks Express","Noida",1300,0,1,1,6,3,"Average",22
"Time to Tea","Noida",350,0,0,0,66,3.4,"Average",22
"Twenty Four Seven","Noida",300,0,0,0,6,3,"Average",22
"Virundu","Noida",300,0,1,0,10,2.8,"Average",63
"Be Bhukkad","Noida",700,0,1,0,43,3.6,"Good",52
"Behrouz Biryani","Noida",600,0,1,0,63,3.5,"Good",11
"Bistro 365","Noida",500,0,1,0,27,3.7,"Good",15
"Engineers Da Dhaba","Noida",400,0,1,0,38,3.6,"Good",52
"Hungry Minister","Noida",400,0,1,1,29,3.5,"Good",18
"Kake Da Hotel","Noida",700,0,1,0,63,3.5,"Good",52
"Peshawari Delux Restaurant","Noida",700,0,0,0,52,2.4,"Poor",52
"WTF - World's Tastiest Food","Noida",800,0,1,0,5,2.4,"Poor",52
"Salato Salad Studio","Noida",500,0,1,0,43,4.1,"Very Good",60
"AB Fast N Food","Noida",200,0,1,0,6,2.7,"Average",22
"Cafe 44","Noida",500,0,0,0,4,3,"Average",18
"Cafe Onion Rings","Noida",500,0,0,0,52,2.9,"Average",52
"Club 44","Noida",800,0,0,0,11,3.2,"Average",52
"Indian Curry House","Noida",600,0,1,0,9,3.1,"Average",52
"Krunchies","Noida",200,0,1,0,19,2.5,"Average",22
"Platefull","Noida",600,0,1,0,18,3.4,"Average",52
"Sanghai Food","Noida",450,0,0,0,15,2.9,"Average",17
"Shadev Saini Dhaba","Noida",200,0,0,0,7,3,"Average",52
"Wasim Biryani Center","Noida",400,0,0,0,8,2.8,"Average",52
"Hungry - I","Noida",550,0,1,0,431,3.7,"Good",15
"Smoking Tikka","Noida",600,0,1,0,47,3.7,"Good",52
"The Fusion Food Stand","Noida",650,0,1,0,40,3.8,"Good",17
"#Urban Cafí©","Noida",650,0,1,0,49,3.3,"Average",52
"Baked! Cakes & Desserts","Noida",350,0,0,0,11,3.3,"Average",7
"Quick Grabs","Noida",550,0,1,0,80,3.1,"Average",52
"The Roll Van","Noida",500,0,0,0,4,2.9,"Average",52
"Noida Cakes Online","Noida",300,0,0,0,9,3,"Average",7
"The Epicureans","Noida",650,0,0,0,20,3.4,"Average",52
"Adhikari Fast Food Corner","Noida",400,0,0,0,5,2.8,"Average",17
"Amrit's Agni Multi Cuisine Restaurant","Noida",550,0,0,0,4,2.9,"Average",52
"Punjabi Chaska","Noida",550,0,0,0,27,3,"Average",52
"The Choco Shop","Noida",700,0,0,0,5,3,"Average",7
"The Taste","Noida",500,0,0,0,7,3.1,"Average",7
"Tibb's Frankie","Noida",250,0,1,0,22,3.4,"Average",22
"Domino's Pizza","Noida",700,0,0,0,38,2.3,"Poor",56
"Public Cafe","Noida",450,0,1,0,7,2.4,"Poor",22
"Chocopur","Noida",500,0,0,0,11,3,"Average",7
"Sweta Restaurant","Noida",400,0,1,0,61,3.2,"Average",52
"Flames of Tandoor","Noida",450,0,1,0,76,3.5,"Good",52
"Kuppies","Noida",250,0,0,0,89,3.8,"Good",7
"The Urban Chulha","Noida",300,0,1,0,87,3.5,"Good",52
"Cafe Coffee Day","Noida",450,0,0,0,42,2.7,"Average",15
"Choco House","Noida",450,0,0,0,18,3.4,"Average",19
"DCK- Dana Choga's Kitchen","Noida",800,0,1,0,340,2.7,"Average",52
"Fresh and Fit Ghar Ka Khana","Noida",400,0,0,0,10,3.1,"Average",52
"Hungry Ullu","Noida",500,0,1,0,141,3.3,"Average",22
"Khidmat","Noida",750,0,1,0,369,3.4,"Average",52
"Lahori Restaurant","Noida",800,1,0,0,206,2.5,"Average",52
"New Chinese Chilli Sizzler","Noida",400,0,0,0,53,2.7,"Average",17
"Nirmala's","Noida",450,0,1,0,51,3.4,"Average",52
"Prime Bakery","Noida",300,0,0,0,11,3,"Average",7
"Royal Empire Meat Shop","Noida",400,0,0,0,29,3.4,"Average",59
"Southern Treat","Noida",500,0,1,0,113,2.8,"Average",63
"Subway","Noida",500,0,0,0,165,2.5,"Average",1
"The Chickmunks Cafí©","Noida",550,0,1,1,48,3.2,"Average",22
"The FLIP Cafe","Noida",650,0,1,0,147,2.6,"Average",32
"Yo! China","Noida",1300,0,1,0,252,2.5,"Average",17
"Gopala","Noida",250,0,0,0,69,3.6,"Good",46
"R.I.P Cafe & Lounge","Noida",700,0,1,0,203,3.5,"Good",15
"Chawla'sŒ_","Noida",800,1,1,0,91,2.3,"Poor",52
"Domino's Pizza","Noida",700,0,0,0,161,2.4,"Poor",56
"Nazeer Foods","Noida",600,0,1,0,12,2.3,"Poor",48
"Night Food Xprs","Noida",500,0,1,0,115,2.3,"Poor",52
"Pizza Hut Delivery","Noida",800,0,1,0,173,2.3,"Poor",32
"The Caspian","Noida",1300,1,1,0,56,2.4,"Poor",52
"The Noodle Box Co.","Noida",750,1,0,0,137,2.4,"Poor",17
"WTF - World's Tastiest Food","Noida",800,0,1,0,21,2.4,"Poor",52
"Biryani By Kilo","Noida",700,0,1,0,126,4.1,"Very Good",11
"Kalpak Restaurant & Cafe","Noida",1300,1,1,0,150,4.3,"Very Good",52
"Theos","Noida",500,0,0,0,516,4.1,"Very Good",19
"Aamantran Bangla","Noida",650,0,0,0,27,2.7,"Average",8
"Chung-Fu","Noida",350,0,0,0,5,3,"Average",17
"Paco Meals","Noida",150,0,0,0,11,2.8,"Average",52
"Reena Restaurant","Noida",350,0,0,0,9,2.7,"Average",52
"Sanskriti Foods","Noida",650,0,1,0,29,3.1,"Average",52
"Biryani Vice","Noida",500,0,1,0,19,3.6,"Good",52
"Dietwholic","Noida",600,0,1,0,142,3.7,"Good",28
"Goldenplates","Noida",600,0,0,0,33,3.6,"Good",52
"Mishti's Kitchen","Noida",550,0,1,0,49,3.6,"Good",17
"Shahenshah","Noida",500,0,1,0,61,3.5,"Good",52
"Slice of Italy","Noida",700,0,1,0,230,2.3,"Poor",32
"Bebbe Da Degh","Noida",800,0,0,0,65,3.2,"Average",52
"Chauhan Hotel","Noida",150,0,0,0,11,2.9,"Average",52
"Kaka Ji Restaurant","Noida",800,0,1,0,6,2.9,"Average",52
"Lazzez's","Noida",600,0,0,0,25,2.9,"Average",52
"Mithaas Sweets","Noida",650,0,1,0,39,3.1,"Average",52
"Mithaas","Noida",650,0,1,0,193,3.2,"Average",52
"Tandoori Corner","Noida",500,0,1,0,9,2.6,"Average",52
"Culinate","Noida",500,0,1,0,200,3.8,"Good",18
"Haaochi","Noida",600,0,1,0,123,3.5,"Good",17
"Flying Cakes","Noida",350,0,1,0,56,2.1,"Poor",7
"Taste In Box","Noida",500,0,1,0,23,2.3,"Poor",52
"Snacks Point","Noida",150,0,0,0,4,2.9,"Average",17
"B Tamang Chineese","Noida",300,0,0,0,4,2.9,"Average",17
"Foodelicious","Noida",500,0,1,0,144,3.1,"Average",52
"The Cake Masters","Noida",500,0,1,0,7,2.5,"Average",7
"Barista","Noida",650,0,0,0,7,3,"Average",15
"Barista","Noida",650,0,0,0,5,2.9,"Average",15
"The Gourmet Shack","Noida",600,0,1,0,15,3.3,"Average",18
"Vanshika Indian, Chinese, & Parantha Corner","Noida",300,0,0,0,29,3.1,"Average",17
"Yes Bosz Food Plaza","Noida",400,0,1,0,15,2.7,"Average",52
"Nite Bites","Noida",650,0,1,1,8,2.7,"Average",52
"Shankar Fast Food","Noida",300,0,0,0,15,2.7,"Average",52
"Shivam Fast Food","Noida",350,0,0,0,12,2.9,"Average",52
"Yumbo Bites","Noida",350,0,0,0,10,3.1,"Average",22
"Shree Ganesh M Cafe","Noida",150,0,0,0,7,3.1,"Average",63
"BakeAffair","Noida",300,0,0,0,30,3.4,"Average",7
"Mirchievous","Noida",650,0,1,0,6,3.1,"Average",52
"221 B Baker Street","Noida",200,0,1,0,19,3.2,"Average",7
"Binge Restaurant","Noida",1100,1,0,0,325,3.2,"Average",52
"Boxmeal","Noida",400,0,0,0,4,3,"Average",52
"Brown Town","Noida",150,0,0,0,11,2.7,"Average",7
"Cafe Coffee Day","Noida",450,0,0,0,26,3,"Average",15
"Cafe Coffee Day","Noida",450,0,0,0,14,3,"Average",15
"Cafe Green Apple","Noida",400,0,0,0,16,3.2,"Average",52
"Cake Mandi","Noida",500,0,0,0,17,3.2,"Average",7
"Chai Thela","Noida",250,0,0,0,10,3.1,"Average",15
"Chinese Chilli Sizzler","Noida",200,0,0,0,5,2.9,"Average",17
"Delhi Biryani Hut","Noida",300,0,0,0,9,2.7,"Average",11
"Dev's Restaurant & Bar","Noida",1500,0,1,0,56,3.1,"Average",52
"Doggy Style","Noida",700,0,1,0,33,3.2,"Average",18
"Domino's Pizza","Noida",700,0,0,0,118,2.6,"Average",56
"Floating Cakes","Noida",400,0,0,0,12,2.8,"Average",7
"Food Brigade","Noida",300,0,0,0,15,3.2,"Average",52
"Frequent Bakes","Noida",350,0,1,0,38,2.5,"Average",7
"GreeNox","Noida",200,0,1,0,16,3.4,"Average",22
"GVP Creations","Noida",400,0,0,0,7,3.1,"Average",7
"Health Buzzz","Noida",350,0,1,0,11,3.2,"Average",28
"Hot & Spicy","Noida",250,0,0,0,4,2.9,"Average",17
"Malabar Junction","Noida",500,0,0,0,15,3.3,"Average",63
"Masters Caterer","Noida",400,0,0,0,6,2.9,"Average",52
"Meeting Point Corner","Noida",200,0,0,0,14,2.8,"Average",17
"Mithaas Sweets","Noida",650,0,1,0,17,2.7,"Average",52
"Mom's Canteen","Noida",200,0,0,0,5,3,"Average",52
"MS Foods","Noida",400,0,0,0,9,3.1,"Average",52
"Oh Buoy","Noida",650,0,0,0,50,3.3,"Average",17
"Old Tehrii Cafe & Lounge","Noida",1500,1,0,0,13,3.1,"Average",52
"Pichli Gali","Noida",300,0,0,0,5,3,"Average",52
"Pizza Hut","Noida",1000,0,1,0,147,3.1,"Average",32
"Rasoi99","Noida",800,0,1,0,10,3.2,"Average",52
"Republic of Chicken","Noida",400,0,0,0,17,3.1,"Average",59
"Republic's @ Dhaba","Noida",750,0,0,0,56,2.9,"Average",52
"Rolling Beans","Noida",250,0,1,0,5,2.8,"Average",63
"Rollmaal","Noida",500,0,1,0,155,3.4,"Average",22
"Subway","Noida",500,0,1,0,28,2.5,"Average",1
"Swad","Noida",900,1,0,0,13,2.8,"Average",52
"The Chaiwalas","Noida",300,0,0,0,9,2.9,"Average",15
"The Hunger Cure","Noida",600,0,0,0,9,3,"Average",22
"World Bites","Noida",500,0,1,0,30,3.4,"Average",17
"BunkYard Cafe","Noida",400,0,0,0,33,3.5,"Good",22
"Chaayos","Noida",400,0,1,0,182,3.5,"Good",15
"RollsKing","Noida",300,0,0,0,401,3.8,"Good",22
"Sandwich King","Noida",500,0,1,0,215,3.5,"Good",22
"Speedy Chow","Noida",850,0,1,0,114,3.6,"Good",17
"Grand Eatery","Noida",600,0,1,0,49,2.4,"Poor",52
"Nathu's Sweets","Noida",500,0,0,0,77,2.4,"Poor",52
"Subway","Noida",500,0,1,0,88,2.4,"Poor",1
"Chick Chicken Barbeque","Noida",750,0,1,0,4,2.6,"Average",52
"Tiwari Hot Pot","Noida",450,0,1,0,11,2.6,"Average",52
"South King Restaurant","Noida",300,0,0,0,8,2.8,"Average",63
"Twomato Foods","Noida",400,0,1,0,11,3.2,"Average",52
"Bats On Delivery","Noida",700,0,1,0,9,2.7,"Average",52
"Legacy of Awadh","Noida",500,0,1,0,114,3.3,"Average",52
"Hurry Curry","Noida",500,0,0,0,10,3.1,"Average",52
"Thaaliwaalaa.com","Noida",200,0,0,0,6,2.9,"Average",52
"Bikaner's","Noida",400,0,0,0,4,2.9,"Average",46
"Chilli Zone","Noida",500,0,0,0,20,3.4,"Average",52
"Cold Rock Cafe","Noida",350,0,0,0,12,3.3,"Average",22
"Cup and Cones","Noida",150,0,1,0,10,3.1,"Average",19
"Desi Spice","Noida",600,0,1,0,10,3,"Average",52
"Food Destination","Noida",400,0,0,0,5,3,"Average",52
"Gangaur Sweets","Noida",500,0,1,0,34,2.7,"Average",52
"Handi","Noida",850,0,0,0,8,2.9,"Average",52
"Hungry Inn","Noida",500,0,0,0,5,3,"Average",52
"Keventers","Noida",400,0,0,0,4,2.9,"Average",9
"La-Cuisine","Noida",550,0,0,0,4,2.9,"Average",52
"Melting Flavours","Noida",800,0,1,0,21,3.4,"Average",52
"Mighty Mughlai","Noida",450,0,0,0,12,3.2,"Average",52
"Mithaas","Noida",650,0,0,0,12,2.9,"Average",52
"Mood 4 Food","Noida",150,0,0,0,8,3.1,"Average",66
"Northern Bytes","Noida",500,0,0,0,6,3.1,"Average",35
"Shahenshah","Noida",500,0,0,0,4,3,"Average",52
"Sugar Daddy Bakers","Noida",350,0,1,0,4,2.7,"Average",7
"Swag Sadda Desi","Noida",300,0,0,0,8,3.1,"Average",22
"The Chinese Hut","Noida",400,0,0,0,10,2.9,"Average",17
"Wild Chef House","Noida",500,0,1,0,11,3.1,"Average",52
"Grub Patio","Noida",600,0,1,0,51,3.7,"Good",15
"The Grill @ 76","Noida",650,0,1,0,42,3.5,"Good",52
"Zooby's Kitchen","Noida",800,1,0,0,31,3.5,"Good",52
"Bikaner's","Noida",400,0,1,0,11,2.4,"Poor",46
"Chawla's 2","Noida",1400,0,1,0,22,2.1,"Poor",52
"Ginnis Oven","Noida",400,0,0,0,9,3.2,"Average",7
"Whomely","Noida",200,0,0,0,15,3.2,"Average",52
"Breaktym","Noida",400,0,1,0,20,3.2,"Average",52
"Chinese Chilli Seasonal","Noida",300,0,0,0,4,2.9,"Average",17
"Gopala","Noida",200,0,0,0,23,3.4,"Average",46
"Hungry's Hut","Noida",500,0,0,0,10,3.1,"Average",17
"Kebabplus","Noida",600,0,1,0,140,3.1,"Average",52
"Oh Buoy - Flying Fox","Noida",500,0,0,0,7,3,"Average",17
"Punjabi Pakwaan","Noida",800,1,1,0,45,3.1,"Average",52
"The Dessert Table Company","Noida",500,0,0,0,9,3.1,"Average",7
"The Roll Van","Noida",500,0,0,0,5,3,"Average",52
"Kitchen Mantra","Noida",550,0,1,0,210,3.6,"Good",52
"Wabi Sabi","Noida",300,0,1,0,34,3.6,"Good",7
"Southern Flavours","Noida",350,0,0,0,54,2.4,"Poor",63
"Cakebak","Noida",400,0,0,0,8,3.1,"Average",7
"Adarsh Kulfi","Noida",100,0,0,0,7,3,"Average",30
"Andaaz E Paranthas","Noida",550,0,0,0,36,3.2,"Average",52
"Hot Fries","Noida",350,0,0,0,8,3,"Average",22
"Pizza Hut","Noida",1000,0,0,0,144,3.4,"Average",32
"Rasoi E Punjab","Noida",500,0,0,0,32,2.6,"Average",52
"Subway","Noida",500,0,1,0,93,3.4,"Average",1
"Haldiram's","Noida",600,0,0,0,301,3.6,"Good",52
"Legends Barbeques","Noida",1300,0,0,0,1088,3.9,"Good",52
"Chicane","Noida",2500,1,0,0,116,2.2,"Poor",21
"US Pizza","Noida",650,0,1,0,134,2.2,"Poor",56
"Angeethi Se","Noida",600,0,1,0,35,3.2,"Average",52
"Barista","Noida",650,0,0,0,23,2.5,"Average",15
"BK's The Juice Bar","Noida",200,0,0,0,10,3,"Average",34
"Eden Kitchen & Bar","Noida",2000,1,1,0,129,3.1,"Average",52
"Moti Mahal Delux Tandoori Trail","Noida",1000,1,1,0,28,2.5,"Average",52
"New Woks","Noida",750,1,1,0,79,2.5,"Average",17
"Otik Hotshop","Noida",600,0,1,0,147,3.1,"Average",52
"Pizza Hut","Noida",1000,0,1,0,113,3.3,"Average",32
"Punjabi Dhaba 61","Noida",800,1,1,0,75,2.6,"Average",52
"Punjabi Pakwaan","Noida",1200,1,1,0,120,3,"Average",52
"Spice of India","Noida",700,0,1,0,76,2.6,"Average",48
"Swaad","Noida",600,0,1,0,15,2.7,"Average",52
"Yumm Biryani","Noida",550,0,1,0,160,3.2,"Average",11
"Otik Cake Shop","Noida",450,0,1,0,105,3.5,"Good",7
"Domino's Pizza","Noida",700,0,0,0,98,2.4,"Poor",56
"Sagar Ratna","Noida",600,0,1,0,155,2.3,"Poor",63
"Subway","Noida",500,0,1,0,24,2.3,"Poor",1
"Barista","Noida",650,0,0,0,57,3.3,"Average",15
"Bikano Chat Cafe","Noida",500,0,0,0,38,3,"Average",52
"Cafe Coffee Day","Noida",450,0,0,0,18,2.7,"Average",15
"Cafe Coffee Day","Noida",450,0,0,0,34,2.7,"Average",15
"Chaayos","Noida",400,0,1,0,67,3.4,"Average",15
"Chopaal Marwari","Noida",600,0,0,0,102,2.8,"Average",52
"Dolce Gelato","Noida",300,0,0,0,8,3,"Average",30
"Domino's Pizza","Noida",700,0,0,0,60,3.2,"Average",56
"Gelato Vinto","Noida",250,0,0,0,32,3.1,"Average",19
"Kebab Xpress","Noida",600,0,1,0,106,3.2,"Average",52
"McDonald's","Noida",500,0,0,0,70,3.4,"Average",22
"Pind Balluchi","Noida",800,1,1,0,793,3.3,"Average",52
"Ristorante Prego","Noida",1200,1,0,0,372,3.1,"Average",32
"The Coffee Bean & Tea Leaf","Noida",700,0,0,0,55,2.6,"Average",15
"Turquoise Turkish Ice-cream","Noida",250,0,0,0,11,3.4,"Average",30
"Yo! China","Noida",1300,0,1,0,334,2.6,"Average",17
"Baskin Robbins","Noida",300,0,0,0,41,3.5,"Good",30
"Burger King","Noida",500,0,0,0,211,3.5,"Good",13
"Costa Coffee","Noida",600,0,0,0,110,3.5,"Good",15
"Crazy Noodles","Noida",1100,1,1,0,507,3.6,"Good",17
"Jack Po!tato's","Noida",150,0,0,0,37,3.5,"Good",22
"Mandarin Trail","Noida",1500,1,0,0,517,3.7,"Good",17
"Nazeer Foods","Noida",600,0,1,0,179,3.6,"Good",48
"Pizza Hut","Noida",1000,0,0,0,189,3.7,"Good",32
"Shree Rathnam","Noida",800,0,0,0,139,3.5,"Good",63
"TGI Friday's","Noida",2500,1,1,0,1147,3.5,"Good",1
"Thaal Vaadi","Noida",1000,0,0,0,249,3.5,"Good",52
"Chopaal","Noida",450,0,0,0,161,2,"Poor",17
"Club Ice Cube","Noida",2400,1,0,0,230,2,"Poor",52
